日期,股票代码,股票名,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-09-18,873169,七丰精工,6.03,5.98,6.16,5.96,22623,13670192.57,3.28,-1.81,-0.11,4.48
2024-09-18,430425,乐创技术,8.93,8.88,9.09,8.86,4847,4325629.4,2.54,-2.09,-0.19,1.18
2024-09-18,301311,昆船智能,18.02,18.48,18.97,16.5,132950,239828324.0,12.65,-5.38,-1.05,15.24
2024-09-18,300946,恒而达,21.86,22.02,22.18,21.51,4530,9881178.0,3.07,0.78,0.17,0.8
2024-09-18,302132,中航成飞,40.54,40.35,40.7,39.91,32060,129070048.0,1.95,-0.59,-0.24,0.54
2024-09-18,300607,拓斯达,9.58,9.58,9.69,9.37,27467,26089549.0,3.33,-0.31,-0.03,0.96
2024-09-18,300581,晨曦航空,7.05,7.0,7.09,6.87,37944,26456075.0,3.14,-0.14,-0.01,0.69
2024-09-18,688552,航天南湖,12.6,12.48,12.66,12.26,9230,11472819.0,3.17,-1.19,-0.15,1.1
2024-09-18,688648,中邮科技,18.06,17.75,18.06,17.34,8683,15326155.0,3.98,-1.77,-0.32,2.84
2024-09-18,301302,华如科技,13.57,13.31,13.6,13.01,26784,35524308.0,4.36,-1.63,-0.22,3.18
2024-09-18,871263,莱赛激光,8.88,8.92,9.06,8.82,6423,5742763.61,2.68,-0.56,-0.05,2.35
2024-09-18,833943,优机股份,7.6,7.5,7.67,7.48,2369,1787945.98,2.46,-2.85,-0.22,0.57
2024-09-18,300643,万通智控,9.82,9.8,9.93,9.59,33575,32663720.0,3.47,-0.1,-0.01,1.46
2024-09-18,688511,*ST天微,9.97,9.58,10.03,9.4,17229,16483627.0,6.33,-3.82,-0.38,1.67
2024-09-18,300949,奥雅股份,24.68,24.33,24.89,23.75,8783,21176420.0,4.63,-1.22,-0.3,1.46
2024-09-18,300726,宏达电子,21.57,21.58,21.83,21.1,24968,53427965.0,3.4,0.37,0.08,1.17
2024-09-18,833454,同心传动,7.2,7.22,7.47,7.1,9958,7205547.42,5.08,-0.82,-0.06,1.69
2024-09-18,300652,雷迪克,17.52,17.17,17.67,16.88,11372,19486336.0,4.49,-2.44,-0.43,1.23
2024-09-18,871753,天纺标,26.3,26.85,27.91,26.0,32801,88151505.78,7.11,-0.11,-0.03,10.42
2024-09-18,300587,天铁科技,3.66,3.59,3.66,3.54,65672,23516292.0,3.33,-0.28,-0.01,0.69
2024-09-18,301251,威尔高,24.8,24.33,25.0,23.94,12022,29188717.0,4.28,-1.74,-0.43,2.56
2024-09-18,688165,埃夫特-U,7.3,7.35,7.39,7.18,10133,7397939.0,2.88,0.96,0.07,0.19
2024-09-18,301325,曼恩斯特,31.27,30.7,31.4,30.31,20827,64027198.0,3.48,-1.89,-0.59,3.6
2024-09-18,688081,兴图新科,8.65,8.71,8.77,8.36,6516,5555802.0,4.72,0.23,0.02,0.63
2024-09-18,833171,国航远洋,3.45,3.47,3.53,3.41,38684,13427446.1,3.44,-0.57,-0.02,1.35
