序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688755,N汉邦,46.52,104.3,23.75,113755.0,556463706.0,41.46,55.55,46.11,49.0,22.77,,68.77,92.17,3.45,4093760000.0,769475550.0,0.09,0.45,104.3,104.3
2,301636,N泽润,66.18,100.18,33.12,107487.0,732355098.79,27.53,74.18,65.08,65.5,33.06,,70.99,32.11,3.89,4226772526.0,1002038858.0,-0.17,0.08,100.18,100.18
3,830946,森萱医药,12.75,22.71,2.36,246916.0,281321404.09,23.77,13.0,10.53,10.64,10.39,5.45,5.79,46.87,4.68,5443208835.0,5441535398.0,-1.39,3.91,25.25,44.72
4,301260,格力博,20.5,20.02,3.42,350888.0,661807547.41,23.42,20.5,16.5,16.8,17.08,2.44,16.53,14.13,2.12,10050989567.0,4351552835.0,0.0,0.0,46.43,54.72
5,301089,拓新药业,37.78,20.01,6.3,268525.0,920506775.44,19.6,37.78,31.61,32.2,31.48,5.94,29.52,-335.29,3.09,4780851210.0,3437085105.0,0.0,0.0,30.95,34.02
6,301488,豪恩汽电,73.8,20.0,12.3,69497.0,483762114.51,14.18,73.8,65.08,66.3,61.5,5.65,29.69,92.16,5.1,6789600000.0,1727750250.0,0.0,0.0,-3.4,33.48
7,300963,中洲特材,24.6,19.71,4.05,813130.0,1937203835.16,17.91,24.66,20.98,21.3,20.55,1.7,40.55,155.92,7.59,8058960000.0,4933087028.0,-0.24,-0.04,171.22,182.11
8,870436,大地电气,23.71,19.39,3.85,125403.0,288082837.4,27.69,25.5,20.0,20.12,19.86,3.71,14.11,-63.77,5.85,2240025960.0,2107063860.0,-1.94,-1.78,21.71,40.96
9,301076,新瀚新材,43.43,19.15,6.98,310191.0,1284985225.94,18.66,43.74,36.94,37.12,36.45,1.99,36.72,90.23,5.01,5842377320.0,3668507128.0,0.98,0.77,26.18,40.46
10,300328,宜安科技,12.99,16.19,1.81,1690066.0,2128373168.19,22.9,13.42,10.86,10.98,11.18,2.47,24.62,-367.51,8.26,8968602564.0,8915919995.0,0.23,0.85,56.13,76.49
11,301283,聚胶股份,36.49,15.99,5.03,71949.0,243111840.53,19.1,36.63,30.62,31.15,31.46,4.16,15.83,20.55,1.88,2919200000.0,1658753443.0,0.63,0.97,40.08,44.74
12,300695,兆丰股份,102.73,15.62,13.88,57620.0,559482176.0,18.63,104.85,88.3,88.3,88.85,1.65,8.12,57.9,2.81,7286625751.0,7286625751.0,0.53,0.47,97.44,130.34
13,871396,常辅股份,41.49,15.31,5.51,125944.0,532055098.09,23.93,46.58,37.97,38.01,35.98,2.1,29.74,106.06,7.42,2488581817.0,1756832603.0,0.1,-0.69,116.88,160.78
14,300819,聚杰微纤,29.7,14.72,3.81,181175.0,508232116.56,20.74,31.0,25.63,25.64,25.89,2.06,13.44,75.32,4.97,4431388500.0,4002438825.0,0.03,0.24,125.0,128.46
15,301335,天元宠物,30.73,14.66,3.93,170335.0,500604743.44,21.94,32.08,26.2,26.68,26.8,2.53,34.15,58.25,2.05,3871980000.0,1532658873.0,-0.23,-0.81,24.41,36.58
16,836247,华密新材,32.1,14.48,4.06,150630.0,477066833.89,27.14,34.86,27.25,27.84,28.04,1.79,17.14,103.05,8.4,3890129022.0,2820729784.0,-0.22,-0.68,33.69,54.55
17,300946,恒而达,82.37,14.43,10.39,112540.0,887563995.24,19.16,86.0,72.21,73.0,71.98,1.55,19.91,123.44,8.24,9884894220.0,4654811070.0,-0.31,-0.56,199.2,203.28
18,301211,亨迪药业,19.14,12.99,2.2,195195.0,361134729.09,11.63,19.43,17.46,17.46,16.94,5.33,27.11,133.46,2.38,5512320000.0,1378080000.0,-0.57,-0.62,2.24,-9.97
19,873167,新赣江,30.52,12.95,3.5,91782.0,264131393.15,15.8,31.25,26.98,27.69,27.02,2.76,21.97,101.58,4.51,2162685350.0,1275182581.0,-0.2,3.11,-16.38,116.92
20,300434,金石亚药,9.03,12.73,1.02,350705.0,301986218.38,12.23,9.28,8.3,8.41,8.01,7.54,10.25,14.43,1.44,3627747164.0,3089353407.0,0.44,2.61,-1.2,9.45
21,300258,精锻科技,16.78,12.02,1.8,1230739.0,2077060295.66,22.9,17.98,14.55,14.62,14.98,2.82,24.7,53.61,2.11,8616841437.0,8362555555.0,-0.18,-0.71,49.02,88.33
22,688068,热景生物,110.46,11.6,11.48,55158.0,583714077.0,14.3,112.0,97.85,98.79,98.98,1.9,5.96,-106.37,3.42,10214754478.0,10214754478.0,-0.3,-0.37,71.84,78.62
23,301300,远翔新材,38.34,11.23,3.87,58251.0,216878203.4,17.73,40.46,34.35,34.65,34.47,2.9,19.05,36.33,3.03,2474463600.0,1172342960.0,-0.29,-0.36,39.17,49.01
24,301310,鑫宏业,42.8,11.23,4.32,107358.0,451805003.21,14.99,44.0,38.23,38.24,38.48,1.79,21.63,42.25,2.51,5818148112.0,2124068128.0,0.59,0.56,40.6,67.19
25,688395,正弦电气,23.49,11.06,2.34,65428.0,149338408.0,14.52,24.13,21.06,21.06,21.15,4.21,7.56,55.53,2.64,2034180443.0,2034180443.0,0.6,0.56,26.84,38.26
26,301320,豪江智能,18.97,10.81,1.85,98038.0,177080245.0,11.21,18.98,17.06,17.22,17.12,3.74,14.48,52.89,3.25,3437364000.0,1283991564.0,0.96,2.65,13.73,27.23
