序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,833171,国航远洋,12.13,27.68,2.63,1115059.0,1213149275.15,34.11,12.3,9.06,9.5,9.5,3.44,38.86,-109.16,5.01,6737092405.0,3480563386.0,1.08,-0.74,94.7,100.5
2,832171,志晟信息,33.98,22.45,6.23,210309.0,680519045.26,33.05,36.07,26.9,27.75,27.75,3.31,31.9,-176.28,16.27,3405925325.0,2240199732.0,-1.74,-2.52,26.79,63.29
3,300240,飞力达,9.82,20.05,1.64,1142145.0,1008192355.92,23.23,9.82,7.92,8.03,8.18,2.98,31.43,1521.44,2.53,3648748169.0,3568380592.0,0.0,0.0,52.01,49.47
4,300399,天利科技,25.44,20.0,4.24,396699.0,960491431.32,21.7,25.44,20.84,21.15,21.2,4.76,20.08,105.32,9.5,5026944000.0,5026453644.0,0.0,0.0,1.84,3.58
5,300946,恒而达,70.56,20.0,11.76,113911.0,791138159.87,9.39,70.56,65.04,65.04,58.8,2.31,20.16,105.74,7.06,8467623360.0,3987416160.0,0.0,0.0,162.21,159.79
6,300845,捷安高科,17.7,20.0,2.95,358795.0,608289364.4,18.92,17.7,14.91,14.92,14.75,6.26,35.07,-95.0,3.11,2582303764.0,1810686530.0,0.0,0.0,29.2,38.17
7,301559,中集环科,18.62,19.97,3.1,311899.0,550921565.37,20.88,18.62,15.38,15.47,15.52,14.97,34.66,124.81,2.5,11172000000.0,1675800000.0,0.0,0.0,23.39,21.3
8,872351,华光源海,35.35,18.35,5.48,179295.0,576509395.98,25.71,35.58,27.9,28.77,29.87,2.14,50.85,73.03,6.78,3112052769.0,1246456519.0,2.46,0.45,150.53,243.2
9,300879,大叶股份,45.42,17.67,6.82,406031.0,1716255044.98,21.94,46.2,37.73,37.96,38.6,1.28,20.2,11.83,6.57,9192954995.0,9130712108.0,0.91,1.25,167.65,189.67
10,301317,鑫磊股份,44.84,17.51,6.68,238346.0,951029272.99,24.66,45.6,36.19,36.36,38.16,1.59,53.2,4.48,4.89,7048399600.0,2008832000.0,0.31,-0.6,123.2,125.44
11,300603,立昂技术,12.66,15.83,1.73,885799.0,1118838573.71,11.71,13.12,11.84,12.06,10.93,7.27,23.91,-64.57,4.08,5884345604.0,4690150466.0,-0.47,-0.55,-8.19,13.64
12,301501,恒鑫生活,73.3,14.84,9.47,81778.0,566345468.18,18.28,75.67,64.0,64.0,63.83,1.61,33.81,22.83,3.69,7476600000.0,1772715201.0,-0.07,0.67,83.62,83.62
13,836077,吉林碳谷,14.09,14.65,1.8,318859.0,438872064.32,16.68,14.49,12.44,12.47,12.29,6.03,10.06,88.1,3.35,8280436802.0,4465921552.0,0.86,0.86,25.36,26.25
14,300085,银之杰,36.78,13.73,4.44,790747.0,2754180966.68,21.4,38.75,31.83,32.4,32.34,2.68,12.46,-253.61,50.06,25990238877.0,23350384721.0,-1.02,0.03,-13.01,-3.84
15,430564,天润科技,26.52,13.72,3.2,84951.0,221949067.1,20.54,27.98,23.19,23.47,23.32,3.73,25.15,-79.13,6.25,1972849797.0,895910760.0,-0.53,-1.19,22.21,84.17
16,838163,方大新材,18.44,12.58,2.06,96983.0,168010063.86,19.66,19.19,15.97,16.47,16.38,2.86,15.8,50.22,4.98,2373507550.0,1131799901.0,0.27,1.32,30.78,31.81
