序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,833171,国航远洋,12.35,30.0,2.85,1227819.0,1352166915.2,34.63,12.35,9.06,9.5,9.5,3.42,42.79,-111.14,5.1,6859282045.0,3543689845.0,0.0,0.0,98.23,104.13
2,872351,华光源海,38.47,28.79,8.6,199756.0,653849904.3,36.49,38.8,27.9,28.77,29.87,2.15,56.65,79.47,7.38,3386723338.0,1356469088.0,0.55,0.73,172.64,273.5
3,832171,志晟信息,34.67,24.94,6.92,222572.0,722645887.19,33.05,36.07,26.9,27.75,27.75,3.16,33.76,-179.86,16.6,3475086257.0,2285689367.0,0.84,0.81,29.37,66.6
4,300240,飞力达,9.82,20.05,1.64,1153437.0,1019281099.92,23.23,9.82,7.92,8.03,8.18,2.7,31.74,1521.44,2.53,3648748169.0,3568380592.0,0.0,0.0,52.01,49.47
5,300946,恒而达,70.56,20.0,11.76,114065.0,792224783.87,9.39,70.56,65.04,65.04,58.8,2.09,20.18,105.74,7.06,8467623360.0,3987416160.0,0.0,0.0,162.21,159.79
6,300845,捷安高科,17.7,20.0,2.95,359241.0,609078961.4,18.92,17.7,14.91,14.92,14.75,5.68,35.12,-95.0,3.11,2582303764.0,1810686530.0,0.0,0.0,29.2,38.17
7,301559,中集环科,18.62,19.97,3.1,315760.0,558110095.67,20.88,18.62,15.38,15.47,15.52,13.68,35.08,124.81,2.5,11172000000.0,1675800000.0,0.0,0.0,23.39,21.3
8,300399,天利科技,25.43,19.95,4.23,435498.0,1058989662.23,21.7,25.44,20.84,21.15,21.2,4.7,22.04,105.28,9.49,5024968000.0,5024477837.0,0.55,-0.04,1.8,3.54
9,300879,大叶股份,45.89,18.89,7.29,420353.0,1781818143.51,21.97,46.21,37.73,37.96,38.6,1.19,20.91,11.96,6.64,9288082446.0,9225195479.0,-0.5,-0.24,170.42,192.67
10,301317,鑫磊股份,44.76,17.3,6.6,242265.0,968634657.54,24.66,45.6,36.19,36.36,38.16,1.46,54.08,4.47,4.88,7035824400.0,2005248000.0,0.07,-0.58,122.8,125.04
11,300603,立昂技术,12.72,16.38,1.79,905392.0,1143630683.71,11.71,13.12,11.84,12.06,10.93,6.68,24.44,-64.88,4.1,5912233498.0,4712378667.0,0.16,0.39,-7.76,14.18
