序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,872392,佳合科技,35.58,30.0,8.21,63327.0,210331373.34,25.72,35.58,28.54,28.66,27.37,20.64,22.56,100.51,6.2,2088546000.0,998837340.0,0.0,0.0,72.89,98.77
2,835174,五新隧装,51.9,21.15,9.06,125357.0,632809975.22,14.03,54.0,47.99,49.6,42.84,18.77,14.45,35.89,5.86,4671452464.0,4502416552.0,-1.42,-3.82,76.29,79.65
3,301316,慧博云通,34.8,20.0,5.8,13232.0,46046872.8,0.0,34.8,34.8,34.8,29.0,0.41,0.54,844.35,13.89,14059200000.0,8450362304.0,0.0,0.0,39.65,36.1
4,300069,金利华电,23.4,20.0,3.9,57714.0,131949659.0,7.13,23.4,22.01,22.01,19.5,8.96,4.93,-873.14,9.98,2737800000.0,2737800000.0,0.0,0.0,35.26,77.68
5,301112,信邦智能,37.82,19.99,6.3,8934.0,33788388.0,0.0,37.82,37.82,37.82,31.52,1.03,2.46,87.97,3.39,4170282812.0,1371236298.0,0.0,0.0,47.33,61.83
6,688336,三生国健,39.37,19.99,6.56,33684.0,132593526.0,1.13,39.37,39.0,39.36,32.81,6.96,0.55,58.96,4.28,24282856670.0,24282856670.0,0.0,0.0,71.32,83.8
7,300723,一品红,47.37,19.59,7.76,142881.0,661704306.56,11.44,47.53,43.0,43.0,39.61,12.15,3.42,94.53,11.06,21396686325.0,19784075289.0,-0.34,0.79,127.85,177.67
8,301335,天元宠物,43.58,17.53,6.5,141865.0,566612822.22,22.63,44.49,36.1,38.29,37.08,7.89,28.44,82.6,2.91,5491080000.0,2173552674.0,1.82,4.41,70.23,93.69
9,300511,雪榕生物,6.69,16.75,0.96,673646.0,431719514.23,16.58,6.78,5.83,5.98,5.73,8.13,13.85,130.97,2.92,3794027615.0,3253562090.0,1.83,2.45,88.98,92.8
10,837344,三元基因,25.6,15.84,3.5,50474.0,125216768.6,21.0,26.93,22.29,22.3,22.1,15.83,4.44,-63.64,5.12,3118336000.0,2907156378.0,-1.08,-1.54,21.9,43.9
11,301011,华立科技,29.87,13.44,3.54,164486.0,486390796.8,16.64,31.6,27.22,27.86,26.33,35.18,11.89,95.84,5.75,4381690040.0,4131244667.0,0.0,0.57,3.46,16.27
12,300485,赛升药业,9.91,13.26,1.16,238507.0,228745061.39,19.89,10.4,8.66,8.69,8.75,15.61,8.71,29.86,1.41,4773314024.0,2713528274.0,-0.4,-0.8,38.99,41.37
13,836149,旭杰科技,18.1,12.98,2.08,95967.0,165829806.21,17.17,18.9,16.15,16.25,16.02,10.51,21.47,38.18,8.05,1357782360.0,808997546.0,0.11,-2.37,32.6,57.25
14,688136,科兴制药,40.87,12.96,4.69,39387.0,155015134.0,11.89,41.3,37.0,37.0,36.18,10.06,1.97,79.75,4.9,8159378758.0,8159378758.0,-0.24,1.24,112.42,86.96
15,300466,赛摩智能,12.5,12.71,1.41,720821.0,895256386.72,15.15,13.31,11.63,11.63,11.09,13.59,17.16,-151.03,9.31,6694123850.0,5249828213.0,0.97,0.81,53.75,67.79
16,688135,利扬芯片,24.25,12.48,2.69,170053.0,408387934.0,10.06,24.97,22.8,23.0,21.56,15.19,8.45,-160.83,4.63,4879301712.0,4879301712.0,0.79,0.25,9.78,20.83
17,300945,曼卡龙,18.85,12.2,2.05,158017.0,281785714.2,16.55,19.4,16.62,16.67,16.8,6.91,6.63,28.71,2.98,4940050207.0,4492576993.0,2.33,0.69,63.06,64.06
18,920128,胜业电气,41.66,11.99,4.46,53043.0,206895603.39,17.63,41.66,35.1,36.77,37.2,14.05,25.62,89.86,6.33,3382375400.0,862362000.0,1.86,1.66,38.87,44.75
19,688236,春立医疗,17.3,11.76,1.82,59585.0,99956565.0,11.05,17.37,15.66,15.69,15.48,20.93,7.51,28.57,2.31,6635735050.0,1371797705.0,0.82,0.64,29.39,35.16
20,833394,民士达,45.81,10.76,4.45,33421.0,145550424.29,10.74,45.85,41.41,41.86,41.36,7.65,6.97,54.82,9.34,6699712500.0,2196761288.0,2.03,3.06,97.12,138.59
21,300963,中洲特材,32.6,10.17,3.01,475556.0,1563398479.54,18.79,35.17,29.61,29.61,29.59,5.25,23.71,206.62,10.05,10679760000.0,6537342972.0,-2.69,-1.21,254.35,273.85
22,688382,益方生物-U,22.34,10.1,2.05,90878.0,195926558.0,6.95,22.37,20.96,21.89,20.29,9.52,2.26,-56.17,7.3,12919844035.0,8964996516.0,1.09,2.2,68.22,67.97
23,002431,棕榈股份,2.4,10.09,0.22,191965.0,46071506.4,0.0,2.4,2.4,2.4,2.18,4.7,1.06,-6.72,2.91,4350759036.0,4350759036.0,0.0,0.0,15.38,14.83
24,000677,恒天海龙,6.12,10.07,0.56,876224.0,530488292.94,7.37,6.12,5.71,5.71,5.56,6.26,10.14,101.42,10.21,5287545042.0,5287545042.0,0.0,0.0,57.73,49.27
25,002570,贝因美,6.56,10.07,0.6,2252711.0,1451570855.54,10.4,6.56,5.94,5.94,5.96,11.16,20.86,41.39,4.39,7085084264.0,7084769384.0,0.0,0.0,53.27,55.82
26,600207,安彩高科,5.03,10.07,0.46,72505.0,36470015.0,0.0,5.03,5.03,5.03,4.57,4.71,0.67,-12.78,2.1,5479242147.0,5479242147.0,0.0,0.0,12.53,12.78
27,600881,亚泰集团,1.97,10.06,0.18,1878062.0,358816260.0,8.38,1.97,1.82,1.86,1.79,16.76,5.81,-3.39,2.86,6367337446.0,6367337446.0,0.0,0.0,8.24,8.84
28,600550,保变电气,9.41,10.06,0.86,1615225.0,1479249511.0,6.78,9.41,8.83,8.93,8.55,23.65,8.77,153.02,27.49,17328782997.0,17328782997.0,0.0,0.0,18.51,19.87
29,600770,综艺股份,6.24,10.05,0.57,49840.0,31100160.0,0.0,6.24,6.24,6.24,5.67,0.92,0.38,-312.41,2.47,8112000000.0,8112000000.0,0.0,0.0,40.22,48.93
30,002277,友阿股份,6.24,10.05,0.57,676413.0,417224081.75,4.59,6.24,5.98,6.14,5.67,7.86,4.85,59.38,1.29,8699638272.0,8699638272.0,0.0,0.0,25.3,6.67
31,002654,万润科技,12.83,10.03,1.17,323319.0,401444873.2,9.52,12.83,11.72,11.76,11.66,14.01,3.83,-1476.42,7.06,10845231640.0,10844461840.0,0.0,0.0,1.26,5.77
32,600807,济高发展,3.29,10.03,0.3,253095.0,81669376.0,11.37,3.29,2.95,2.98,2.99,9.7,3.22,-27.56,42.81,2910448265.0,2589290747.0,0.0,0.0,9.67,-6.0
33,600053,九鼎投资,17.66,10.03,1.61,217888.0,384247861.0,2.8,17.66,17.21,17.66,16.05,12.35,5.03,-57.53,2.95,7656330528.0,7656330528.0,0.0,0.0,29.76,27.33
34,600463,空港股份,11.85,10.03,1.08,140213.0,160671025.0,8.64,11.85,10.92,10.99,10.77,20.29,4.67,236.73,3.6,3555000000.0,3555000000.0,0.0,0.0,11.79,19.34
35,605136,丽人丽妆,11.41,10.03,1.04,344311.0,386411760.0,6.94,11.41,10.69,10.81,10.37,9.67,8.6,-62.35,1.85,4569231485.0,4569231485.0,0.0,0.0,50.93,32.21
