代码,名称
300119,瑞普生物
000553,安道麦A
603718,海利生物
603599,广信股份
301035,润丰股份
603639,海利尔
600226,亨通股份
870866,绿亨科技
002513,蓝丰生化
600538,国发股份
002391,长青股份
603810,丰山集团
000525,ST红太阳
870656,海昇药业
603970,中农立华
688098,申联生物
002749,国光股份
002004,华邦健康
688526,科前生物
600389,江山股份
200553,安道麦B
002942,新农股份
002868,*ST绿康
002496,*ST辉丰
600195,中牧股份
600486,扬农化工
603566,普莱柯
600596,新安股份
002734,利民股份
300575,中旗股份
001231,农心科技
605033,美邦股份
600201,生物股份
300261,雅本化学
002215,诺 普 信
600731,湖南海利
002250,联化科技
603585,苏利股份
003042,中农联合
300796,贝斯美
301665,泰禾股份
002688,金河生物
920819,颖泰生物
603360,百傲化学
300871,回盛生物
002258,利尔化学
603086,先达股份
300804,广康生化
