代码,名称
002948,青岛银行
601166,兴业银行
600926,杭州银行
601998,中信银行
601963,重庆银行
601229,上海银行
601825,沪农商行
600919,江苏银行
601528,XD瑞丰银
601077,渝农商行
601838,成都银行
601169,北京银行
600036,招商银行
601665,齐鲁银行
601939,XD建设银
002958,青农商行
002966,苏州银行
600000,浦发银行
601577,长沙银行
601916,浙商银行
603323,苏农银行
601288,农业银行
601997,贵阳银行
002142,宁波银行
601658,邮储银行
600928,西安银行
002807,江阴银行
601988,中国银行
601398,工商银行
601128,常熟银行
601818,光大银行
601009,南京银行
600016,民生银行
601860,紫金银行
600908,无锡银行
002839,张家港行
600015,华夏银行
601328,交通银行
000001,平安银行
001227,兰州银行
601187,厦门银行
002936,郑州银行
