代码,名称
600228,*ST返利
300209,*ST有树
300020,*ST银江
300096,ST易联众
688228,开普云
688562,航天软件
600358,ST联合
688568,中科星图
838924,广脉科技
002591,恒大高新
002264,新 华 都
003010,若羽臣
300287,飞利信
200045,深纺织Ｂ
300419,ST浩丰
002195,岩山科技
002115,三维通信
002609,捷顺科技
300044,ST赛为
300541,先进数通
300300,ST峡创
002354,天娱数科
688004,博汇科技
688619,罗普特
301396,宏景科技
603869,ST智知
600131,国网信通
300295,三六五网
000555,神州信息
002777,久远银海
002380,科远智慧
301270,汉仪股份
688509,正元地信
900901,云赛Ｂ股
600271,航天信息
300167,*ST迪威
301380,挖金客
300645,正元智慧
002291,遥望科技
300269,联建光电
688636,智明达
603887,城地香江
688500,慧辰股份
688088,虹软科技
002373,千方科技
300523,辰安科技
002316,ST亚联
300518,新迅达
600850,电科数字
002331,皖通科技
300496,中科创达
300464,星徽股份
600845,宝信软件
300264,佳创视讯
300059,东方财富
300785,值得买
002771,真视通
002912,中新赛克
300941,创识科技
603613,国联股份
300508,维宏股份
000938,紫光股份
003005,竞业达
300532,今天国际
002401,中远海科
300250,初灵信息
300678,中科信息
300448,浩云科技
300290,荣科科技
300277,海联讯
002368,太极股份
688229,博睿数据
300226,上海钢联
301299,卓创资讯
300231,银信科技
603636,南威软件
002642,荣联科技
603171,税友股份
300166,东方国信
300017,网宿科技
300079,数码视讯
301382,蜂助手
002232,启明信息
300288,朗玛信息
600718,东软集团
300687,赛意信息
000409,云鼎科技
603496,恒为科技
002657,中科金财
300418,昆仑万维
301085,亚康股份
300212,易华录
300150,世纪瑞尔
300245,天玑科技
300792,壹网壹创
002474,榕基软件
300324,旋极信息
000676,智度股份
301428,世纪恒通
688051,佳华科技
301001,凯淳股份
600734,实达集团
002766,索菱股份
688787,海天瑞声
300168,万达信息
300872,天阳科技
300766,每日互动
300674,宇信科技
300383,光环新网
002530,金财互联
600446,金证股份
600756,浪潮软件
838227,美登科技
002315,焦点科技
600797,浙大网新
300442,润泽科技
301381,赛维时代
688292,浩瀚深度
603881,数据港
300592,华凯易佰
603918,金桥信息
002131,利欧股份
301110,青木科技
688158,优刻得-W
300738,奥飞数据
300399,天利科技
300248,新开普
833030,立方控股
688316,青云科技-U
300271,华宇软件
688365,光云科技
300846,首都在线
300634,彩讯股份
300895,铜牛信息
688258,卓易信息
300078,思创医惠
605398,新炬网络
002649,博彦科技
000997,新 大 陆
300170,汉得信息
301171,易点天下
600571,信雅达
300440,运达科技
688039,当虹科技
600589,大位科技
002095,生 意 宝
600410,华胜天成
300609,汇纳科技
