代码,名称
688552,航天南湖
002194,武汉凡谷
002977,天箭科技
831961,创远信科
600345,长江通信
600355,*ST精伦
300205,*ST天喻
603083,剑桥科技
300762,上海瀚讯
600990,四创电子
300711,广哈通信
002792,通宇通讯
300134,大富科技
000070,ST特信
300502,新易盛
603042,华脉科技
002935,天奥电子
300629,新劲刚
003031,中瓷电子
688313,仕佳光子
688387,信科移动-U
000851,*ST高鸿
002829,星网宇达
000561,烽火电子
300252,金信诺
688311,盟升电子
200468,宁通信B
002446,盛路通信
002413,雷科防务
002583,海能达
900941,东信Ｂ股
002491,通鼎互联
002296,辉煌科技
600435,北方导航
301314,科瑞思
002151,北斗星通
603712,七一二
002017,东信和平
600776,东方通信
300615,欣天科技
002396,星网锐捷
300397,天和防务
300628,亿联网络
301419,阿莱德
688132,邦彦技术
688100,威胜信息
000586,汇源通信
600487,亨通光电
000547,航天发展
300555,ST路通
301275,汉朔科技
301307,美利信
300627,华测导航
603118,共进股份
600198,大唐电信
301189,奥尼电子
300590,移为通信
600522,中天科技
688788,科思科技
000063,中兴通讯
002465,海格通信
688668,鼎通科技
300308,中际旭创
300689,澄天伟业
300565,科信技术
300504,天邑股份
300548,博创科技
300213,佳讯飞鸿
688175,高凌信息
688027,国盾量子
002313,日海智能
002902,铭普光磁
300570,太辰光
002281,光迅科技
600775,南京熊猫
300913,兆龙互连
688282,理工导航
300710,万隆光电
300698,万马科技
000810,创维数字
300101,振芯科技
600498,烽火通信
688618,三旺通信
003040,楚天龙
301165,锐捷网络
835640,富士达
300620,光库科技
688080,映翰通
601869,长飞光纤
603803,瑞斯康达
603236,移远通信
688418,震有科技
300394,天孚通信
688182,灿勤科技
002104,恒宝股份
002519,银河电子
300414,中光防雷
301191,菲菱科思
300563,神宇股份
600105,永鼎股份
000032,深桑达Ａ
600562,国睿科技
688159,有方科技
688609,九联科技
301600,慧翰股份
300638,广和通
300353,东土科技
600462,*ST九有
