序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,430300,辰光医疗,23.2,21.78,4.15,165460.0,366344320.24,24.57,24.38,19.7,19.7,19.05,3.43,24.87,-58.01,9.07,1991653323.0,1543534419.0,2.93,2.61,40.95,100.0
2,300584,海辰药业,35.16,20.0,5.86,260264.0,892278216.13,16.25,35.16,30.4,30.4,29.3,3.84,31.69,70.15,4.06,4219200000.0,2887167654.0,0.0,0.0,73.89,74.4
3,301007,德迈仕,27.3,20.0,4.55,224334.0,607600548.08,5.71,27.3,26.0,27.3,22.75,5.11,14.66,96.25,6.36,4186182000.0,4176722550.0,0.0,0.0,25.0,48.53
4,301075,多瑞医药,28.92,20.0,4.82,43572.0,119868784.8,19.05,28.92,24.33,24.39,24.1,3.79,5.45,-37.08,3.5,2313600000.0,2313600000.0,0.0,0.0,46.21,60.93
5,301137,哈焊华通,27.49,19.99,4.58,131269.0,346070357.32,18.29,27.49,23.3,23.39,22.91,1.88,12.91,203.17,3.67,4998050366.0,2795782482.0,0.0,0.0,50.38,57.36
6,301501,恒鑫生活,91.95,16.98,13.35,61633.0,532947650.66,19.83,94.29,78.7,79.29,78.6,2.13,25.48,28.64,4.63,9378900000.0,2223753925.0,0.1,0.26,130.34,130.34
7,301277,新天地,14.69,15.31,1.95,388775.0,553682261.76,16.88,14.91,12.76,12.76,12.74,3.92,38.49,25.45,3.87,5759631696.0,1483960296.0,-0.2,-0.54,45.45,53.18
8,688557,兰剑智能,32.87,14.29,4.11,82467.0,254603977.0,17.32,33.3,28.32,28.68,28.76,2.9,8.07,510.59,2.87,3359576303.0,3359576303.0,1.64,0.18,44.61,71.47
9,301209,联合化学,122.89,14.05,15.14,44152.0,525039364.82,15.73,124.99,108.04,108.04,107.75,2.98,18.02,148.58,13.17,9831200000.0,3010805000.0,0.28,0.07,273.41,354.31
10,301138,华研精机,44.4,13.99,5.45,132865.0,539837678.62,17.87,44.4,37.44,38.69,38.95,6.43,19.38,94.59,4.77,5328000000.0,3044070216.0,1.19,4.59,51.02,66.98
11,300353,东土科技,25.29,13.71,3.05,1016636.0,2421646750.71,18.53,25.66,21.54,22.22,22.24,3.13,19.47,-77.94,7.36,15550640960.0,13206502414.0,0.44,-0.2,92.32,120.3
12,830946,森萱医药,13.18,13.52,1.57,200189.0,257627601.91,16.88,13.6,11.64,11.64,11.61,2.06,4.69,48.45,4.84,5626783721.0,5625053846.0,0.08,0.61,32.86,52.02
13,300461,田中精机,21.62,13.31,2.54,96880.0,196785672.0,17.35,21.93,18.62,18.91,19.08,7.41,8.5,-104.67,6.54,3367135381.0,2464869499.0,0.51,1.03,5.0,15.86
14,301281,科源制药,36.55,12.01,3.92,93269.0,332390833.35,14.16,37.9,33.28,33.73,32.63,4.65,13.55,42.86,2.91,3957999500.0,2516540600.0,-0.11,0.33,2.41,23.02
15,300639,凯普生物,5.96,11.61,0.62,274702.0,162501173.64,20.41,6.41,5.32,5.34,5.34,10.87,4.32,-35.28,0.96,3853144017.0,3785579651.0,-0.33,-0.33,-4.94,0.51
16,836547,无锡晶海,27.61,11.2,2.78,52431.0,141399599.07,16.47,28.8,24.71,24.9,24.83,2.75,14.73,28.03,3.15,2144965680.0,983026440.0,0.4,0.58,49.65,76.53
