序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301595,N太力,50.49,196.13,33.44,140605.0,624147235.86,58.01,51.44,41.55,45.0,17.05,,60.87,70.31,6.2,5467057200.0,1166273862.0,-1.29,3.04,196.13,196.13
2,603014,N威高,45.05,70.0,18.55,157573.0,681850224.0,32.04,49.99,41.5,49.99,26.5,,41.34,41.24,2.77,18533302673.0,1716972044.0,2.85,4.65,70.0,70.0
3,835174,五新隧装,39.9,21.06,6.94,89427.0,351725815.19,15.78,42.05,36.85,40.0,32.96,14.94,10.31,27.59,4.51,3591347848.0,3461395384.0,-1.24,-2.66,38.4,38.11
4,300631,久吾高科,24.58,20.02,4.1,164480.0,387621074.0,15.53,24.58,21.4,22.11,20.48,54.62,13.73,43.5,2.42,3073567362.0,2944123723.0,0.0,0.0,17.66,16.49
5,300069,金利华电,19.5,20.0,3.25,124053.0,228709016.5,15.14,19.5,17.04,18.0,16.25,18.85,10.6,-727.62,8.32,2281500000.0,2281500000.0,0.0,0.0,16.7,48.06
6,300489,光智科技,53.42,19.99,8.9,64747.0,345691243.3,2.07,53.42,52.5,53.42,44.52,11.98,4.72,192.21,11.75,7354482846.0,7323407256.0,0.0,0.0,1.95,-2.3
7,300609,汇纳科技,33.94,15.56,4.57,229841.0,777035791.94,14.06,35.24,31.11,32.02,29.37,5.68,19.17,-386.35,3.97,4076682295.0,4069179043.0,0.41,1.31,29.0,37.74
8,300341,麦克奥迪,17.3,14.8,2.23,262659.0,442275790.8,15.66,17.99,15.63,16.44,15.07,20.5,5.1,64.15,4.83,8951198813.0,8915168535.0,-0.69,-0.8,-7.83,-1.2
9,430198,微创光电,14.45,13.42,1.71,91111.0,126141091.91,12.48,14.86,13.27,13.76,12.74,8.89,12.97,-14.39,5.8,2331707950.0,1015031262.0,3.14,3.07,-2.5,38.68
10,301027,华蓝集团,14.92,13.37,1.76,149545.0,215936764.78,14.97,15.28,13.31,13.46,13.16,9.11,12.66,-60.53,2.36,2206088209.0,1762844908.0,-0.47,0.07,-8.63,-7.1
11,688336,三生国健,30.87,12.91,3.53,68023.0,206352663.0,12.14,31.29,27.97,27.98,27.34,13.13,1.1,46.23,3.36,19040177430.0,19040177430.0,0.23,-0.42,36.53,44.12
12,301459,丰茂股份,61.81,12.81,7.02,44028.0,260303197.87,16.99,64.68,55.37,56.73,54.79,7.04,22.01,43.04,4.03,4944800000.0,1236200000.0,0.95,0.82,-0.27,52.58
13,300121,阳谷华泰,12.85,12.52,1.43,323695.0,403547934.86,8.41,12.99,12.03,12.1,11.42,19.03,7.48,23.03,1.65,5766014041.0,5562581206.0,0.94,0.08,11.16,6.91
14,301188,力诺药包,20.69,11.72,2.17,148310.0,298605747.56,7.83,20.75,19.3,19.8,18.52,10.81,6.38,29.67,3.28,4809402811.0,4809402811.0,0.68,2.02,32.71,37.75
15,301488,豪恩汽电,82.11,11.26,8.31,95945.0,798966691.73,12.8,88.5,79.05,84.0,73.8,14.51,40.98,102.54,5.67,7554120000.0,1922297738.0,0.72,0.87,11.71,48.51
16,600207,安彩高科,4.57,10.12,0.42,116561.0,53268386.0,0.0,4.57,4.57,4.57,4.15,4.07,1.07,-11.61,1.91,4978158372.0,4978158372.0,0.0,0.0,3.39,2.47
17,600281,华阳新材,5.56,10.1,0.51,1015370.0,545614574.0,8.91,5.56,5.11,5.2,5.05,5.3,19.74,7.24,17.87,2860075259.0,2860075259.0,0.0,0.0,66.97,70.03
18,600770,综艺股份,5.67,10.1,0.52,141035.0,79966856.0,0.0,5.67,5.67,5.67,5.15,1.37,1.08,-283.87,2.24,7371000000.0,7371000000.0,0.0,0.0,29.75,35.32
19,601008,连云港,8.2,10.07,0.75,1919866.0,1535636445.0,10.74,8.2,7.4,7.4,7.45,4.03,15.47,111.58,2.52,10173231649.0,10173231649.0,0.0,0.0,124.66,117.51
20,002510,天汽模,7.0,10.06,0.64,240449.0,168314111.0,0.0,7.0,7.0,7.0,6.36,1.27,2.39,85.77,2.84,7105970956.0,7033928622.0,0.0,0.0,9.72,19.86
21,600336,澳柯玛,7.66,10.06,0.7,350387.0,265734789.0,4.89,7.66,7.32,7.4,6.96,7.54,4.39,36.95,2.46,6112793131.0,6112793131.0,0.0,0.0,15.36,13.31
22,600550,保变电气,8.55,10.04,0.78,1254279.0,1045175377.0,7.34,8.55,7.98,8.0,7.77,18.72,6.81,139.04,24.98,15745068504.0,15745068504.0,0.0,0.0,8.64,8.92
23,002136,安 纳 达,12.17,10.04,1.11,395804.0,466836964.2,10.4,12.17,11.02,11.35,11.06,9.28,18.46,-63.77,2.25,2616793400.0,2609926599.0,0.0,0.0,25.21,24.82
24,603317,天味食品,11.73,10.04,1.07,298725.0,344519930.0,8.26,11.73,10.85,10.85,10.66,10.18,2.8,41.79,3.07,12492406529.0,12492406529.0,0.0,0.0,-4.01,-8.29
25,600798,宁波海运,4.93,10.04,0.45,1738231.0,828291083.0,10.04,4.93,4.48,4.6,4.48,11.47,14.41,-32.01,1.52,5948213611.0,5948213611.0,0.0,0.0,65.44,62.71
26,002798,帝欧家居,4.94,10.02,0.45,125919.0,61335362.67,6.46,4.94,4.65,4.69,4.49,7.57,3.88,-11.05,1.47,1947343440.0,1602911149.0,0.0,0.0,27.32,12.79
27,603102,百合股份,50.22,10.01,4.57,54514.0,270757607.0,7.08,50.22,46.99,47.0,45.65,9.21,15.2,22.82,1.96,3214080000.0,1801112930.0,0.0,0.0,40.75,43.08
28,600463,空港股份,10.77,10.01,0.98,101239.0,106006159.0,7.15,10.77,10.07,10.38,9.79,9.56,3.37,215.15,3.27,3231000000.0,3231000000.0,0.0,0.0,0.65,8.46
29,600137,浪莎股份,18.58,10.01,1.69,78111.0,141842224.0,9.95,18.58,16.9,16.98,16.89,14.1,8.03,48.48,3.28,1806302785.0,1806302785.0,0.0,0.0,23.7,32.24
30,600053,九鼎投资,16.05,10.01,1.46,59082.0,94826610.0,0.0,16.05,16.05,16.05,14.59,1.45,1.36,-52.29,2.68,6958329840.0,6958329840.0,0.0,0.0,20.22,15.72
31,600793,宜宾纸业,25.2,10.0,2.29,131798.0,319378455.0,9.47,25.2,23.03,23.8,22.91,3.06,7.45,69.54,18.74,4457980850.0,4457980850.0,0.0,0.0,37.03,8.48
32,000612,焦作万方,7.92,10.0,0.72,546942.0,423676657.57,6.39,7.92,7.46,7.46,7.2,7.04,4.59,14.63,1.48,9442219200.0,9436047540.0,0.0,0.0,12.18,23.36
33,002590,万安科技,14.52,10.0,1.32,84780.0,123100109.88,0.0,14.52,14.52,14.52,13.2,3.99,1.71,62.0,2.57,7536641966.0,7186773680.0,0.0,0.0,12.56,18.82
34,000695,滨海能源,10.34,10.0,0.94,5574.0,5763526.34,0.0,10.34,10.34,10.34,9.4,0.97,0.25,-58.3,15.63,2297005553.0,2292588564.0,0.0,0.0,-5.83,-0.1
35,605338,巴比食品,19.69,10.0,1.79,101548.0,197691193.0,7.77,19.69,18.3,18.3,17.9,9.42,4.24,31.7,2.24,4717067575.0,4717067575.0,0.0,0.0,20.65,19.55
